,Rank,Total Score,Max Score,Mean Score,NUMBER,CODE,SERIAL,NAME,TYPE1,TYPE2,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,LEGENDARY,MEGA_EVOLUTION,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,TOTAL
101,113,23213.600000000017,80.0,22.150381679389316,78,2,782,Rapidash,Psychic,Fairy,White,Run Away,Pastel Veil,Anticipation,8.0,0.0,0.0,1.7,80.0,65,100,70,80,80,105,500
619,113,23213.600000000017,80.0,22.150381679389316,523,1,5231,Zebstrika,Electric,,Black,Lightning Rod,Motor Drive,Sap Sipper,5.0,0.0,0.0,1.6,79.5,75,100,63,80,63,116,497
74,113,23213.600000000017,80.0,22.150381679389316,57,1,571,Primeape,Fighting,,Brown,Vital Spilit,Anger Point,Defiant,1.0,0.0,0.0,1.0,32.0,65,105,60,60,70,95,455
463,114,22165.600000000017,79.0,21.150381679389316,386,4,3864,Deoxys,Psychic,,Red,Pressure,,,3.0,1.0,0.0,1.7,60.8,50,95,90,95,90,180,600
358,114,22165.600000000017,79.0,21.150381679389316,303,2,3032,Mega Mawile,Steel,Fairy,Black,Huge Power,,,3.0,0.0,1.0,1.0,23.5,50,105,125,55,95,50,480
909,114,22165.600000000017,79.0,21.150381679389316,772,1,7721,Type: Null,Normal,,Grey,Battle Armor,,,7.0,1.0,0.0,1.9,120.5,95,95,95,95,95,59,534
276,114,22165.600000000017,79.0,21.150381679389316,230,1,2301,Kingdra,Water,Dragon,Blue,Swift Swim,Sniper,Damp,2.0,0.0,0.0,1.8,152.0,75,95,95,95,95,85,540
910,114,22165.600000000017,79.0,21.150381679389316,773,1,7731,Silvally,Normal,,Grey,RKS System,,,7.0,1.0,0.0,2.3,100.5,95,95,95,95,95,95,570
809,115,21955.999999999633,78.8,20.950381679389317,689,1,6891,Barbaracle,Rock,Water,Brown,Tough Claws,Sniper,Pickpocket,6.0,0.0,0.0,1.3,96.0,72,105,115,54,86,68,500
495,116,21117.600000000013,78.0,20.150381679389316,414,1,4141,Mothim,Bug,Flying,Yellow,Swarm,,Tinted Lens,4.0,0.0,0.0,0.9,23.3,70,94,50,94,50,66,424
621,116,21117.600000000013,78.0,20.150381679389316,525,1,5251,Boldore,Rock,,Blue,Sturdy,Weak Armor,Sand Force,5.0,0.0,0.0,0.9,102.0,70,105,105,50,40,20,390
1012,116,21117.600000000013,78.0,20.150381679389316,870,1,8701,Falinks,Fighting,,Yellow,Battle Armor,,Defiant,8.0,0.0,0.0,3.0,62.0,65,100,100,70,60,75,470
710,116,21117.600000000013,78.0,20.150381679389316,601,1,6011,Klinklang,Steel,,Grey,Plus,Minus,Clear Body,5.0,0.0,0.0,0.6,81.0,60,100,115,70,85,90,520
274,116,21117.600000000013,78.0,20.150381679389316,229,1,2291,Houndoom,Dark,Fire,Black,Early Bird,Flash Fire,Unnerve,2.0,0.0,0.0,1.4,35.0,75,90,50,110,80,95,500
924,116,21117.600000000013,78.0,20.150381679389316,786,1,7861,Tapu Lele,Psychic,Fairy,Pink,Psychic Surge,,Telepathy,7.0,1.0,0.0,1.2,28.6,70,85,75,130,115,95,570
280,117,20069.600000000017,77.0,19.150381679389316,234,1,2341,Stantler,Normal,,Brown,Intimidate,Frisk,Sap Sipper,2.0,0.0,0.0,1.4,71.2,73,95,62,85,65,85,465
634,117,20069.600000000017,77.0,19.150381679389316,537,1,5371,Seismitoad,Water,Ground,Blue,Swift Swim,Poison Touch,Water Absorb,5.0,0.0,0.0,1.5,62.0,105,95,75,85,75,74,509
566,117,20069.600000000017,77.0,19.150381679389316,477,1,4771,Dusknoir,Ghost,,Black,Pressure,,Frisk,4.0,0.0,0.0,2.2,106.6,45,100,135,65,135,45,525
959,117,20069.600000000017,77.0,19.150381679389316,818,1,8181,Inteleon,Water,,Blue,Torrent,,Sniper,8.0,0.0,0.0,1.9,45.2,70,85,75,125,65,120,540
120,117,20069.600000000017,77.0,19.150381679389316,91,1,911,Cloyster,Water,Ice,Purple,Shell Armor,Skill Link,Overcoat,1.0,0.0,0.0,1.5,132.5,50,95,180,85,45,70,525
845,118,19231.200000000343,76.2,18.35038167938931,718,2,7182,Zygarde,Dragon,Ground,Black,Aura Break,Power Construct,,6.0,1.0,0.0,1.2,33.5,54,100,71,61,85,115,486
508,119,19021.60000000001,76.0,18.150381679389316,424,1,4241,Ambipom,Normal,,Purple,Technician,Pickup,Skill Link,4.0,0.0,0.0,1.2,20.3,75,100,66,60,66,115,482
527,119,19021.60000000001,76.0,18.150381679389316,442,1,4421,Spiritomb,Ghost,Dark,Purple,Pressure,,Infiltrator,4.0,0.0,0.0,1.0,108.0,50,92,108,92,108,35,485
695,119,19021.60000000001,76.0,18.150381679389316,586,4,5864,Sawsbuck,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5.0,0.0,0.0,1.9,92.5,80,100,70,60,70,95,475
547,119,19021.60000000001,76.0,18.150381679389316,460,1,4601,Abomasnow,Grass,Ice,White,Snow Warning,,Soundproof,4.0,0.0,0.0,2.2,135.5,90,92,75,92,85,60,494
692,119,19021.60000000001,76.0,18.150381679389316,586,1,5861,Sawsbuck,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5.0,0.0,0.0,1.9,92.5,80,100,70,60,70,95,475
693,119,19021.60000000001,76.0,18.150381679389316,586,2,5862,Sawsbuck,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5.0,0.0,0.0,1.9,92.5,80,100,70,60,70,95,475
630,119,19021.60000000001,76.0,18.150381679389316,533,1,5331,Gurdurr,Fighting,,Grey,Guts,Sheer Force,Iron Fist,5.0,0.0,0.0,1.2,40.0,85,105,85,40,50,40,405
265,119,19021.60000000001,76.0,18.150381679389316,221,1,2211,Piloswine,Ice,Ground,Brown,Oblivious,Snow Cloak,Thick Fat,2.0,0.0,0.0,1.1,55.8,100,100,80,60,60,50,450
694,119,19021.60000000001,76.0,18.150381679389316,586,3,5863,Sawsbuck,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5.0,0.0,0.0,1.9,92.5,80,100,70,60,70,95,475
837,120,18602.39999999998,75.6,17.750381679389314,711,4,7114,Gourgeist,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6.0,0.0,0.0,1.7,39.0,85,100,122,58,75,54,494
348,121,17973.600000000013,75.0,17.150381679389316,295,1,2951,Exploud,Normal,,Blue,Soundproof,,Scrappy,3.0,0.0,0.0,1.5,84.0,104,91,63,91,73,68,490
472,121,17973.600000000013,75.0,17.150381679389316,395,1,3951,Empoleon,Water,Steel,Blue,Torrent,,Defiant,4.0,0.0,0.0,1.7,84.5,84,86,88,111,101,60,530
642,122,17973.600000000006,75.0,17.150381679389316,545,1,5451,Scolipede,Bug,Poison,Red,Poison Point,Swarm,Speed Boost,5.0,0.0,0.0,1.5,200.5,60,100,89,55,69,112,485
562,122,17973.600000000006,75.0,17.150381679389316,474,1,4741,Porygon-Z,Normal,,Red,Adaptability,Download,Analytic,4.0,0.0,0.0,0.9,34.0,85,80,70,135,75,90,535
289,122,17973.600000000006,75.0,17.150381679389316,243,1,2431,Raikou,Electric,,Yellow,Pressure,,Inner Focus,2.0,1.0,0.0,1.9,178.0,90,85,75,115,100,115,580
139,122,17973.600000000006,75.0,17.150381679389316,107,1,1071,Hitmonchan,Fighting,,Brown,Keen Eye,Iron Fist,Inner Focus,1.0,0.0,0.0,1.4,50.2,50,105,79,35,110,76,455
23,122,17973.600000000006,75.0,17.150381679389316,18,2,182,Mega Pidgeot,Normal,Flying,Brown,No Guard,,,1.0,0.0,1.0,2.2,50.5,83,80,80,135,80,121,579
977,123,16925.600000000006,74.0,16.150381679389312,836,1,8361,Boltund,Electric,,Yellow,Strong Jaw,,Competitive,8.0,0.0,0.0,1.0,34.0,69,90,60,90,60,121,490
296,123,16925.600000000006,74.0,16.150381679389312,249,1,2491,Lugia,Psychic,Flying,White,Pressure,,Multiscale,2.0,1.0,0.0,5.2,216.0,106,90,130,90,154,110,680
658,123,16925.600000000006,74.0,16.150381679389312,556,1,5561,Maractus,Grass,,Green,Water Absorb,Chlorophyll,Storm Drain,5.0,0.0,0.0,1.0,28.0,75,86,67,106,67,60,461
64,123,16925.600000000006,74.0,16.150381679389316,51,1,511,Dugtrio,Ground,,Brown,Sand Veil,Arena Trap,Sand Force,1.0,0.0,0.0,0.7,33.3,35,100,50,50,70,120,425
65,123,16925.600000000006,74.0,16.150381679389316,51,2,512,Dugtrio,Ground,Steel,Brown,Sand Veil,Tangling Hair,Sand Force,7.0,0.0,0.0,0.7,66.6,35,100,60,50,70,110,425
446,123,16925.600000000006,74.0,16.150381679389316,377,1,3771,Regirock,Rock,,Brown,Clear Body,,Sturdy,3.0,1.0,0.0,1.7,230.0,80,100,200,50,100,50,580
1021,123,16925.600000000006,74.0,16.150381679389316,877,1,8771,Morpeko,Electric,Dark,Yellow,Hunger Switch,,,8.0,0.0,0.0,0.3,3.0,58,95,58,70,58,97,436
33,123,16925.600000000006,74.0,16.150381679389312,26,1,261,Raichu,Electric,,Yellow,Static,,Lightning Rod,1.0,0.0,0.0,0.8,30.0,60,90,55,90,80,110,485
85,123,16925.600000000006,74.0,16.150381679389316,67,1,671,Machoke,Fighting,,Grey,Guts,No Guard,Steadfast,1.0,0.0,0.0,1.5,70.5,80,100,70,50,60,45,405
750,123,16925.600000000006,74.0,16.150381679389312,640,1,6401,Virizion,Grass,Fighting,Green,Justified,,,5.0,1.0,0.0,2.0,200.0,91,90,72,90,129,108,580
748,123,16925.600000000006,74.0,16.150381679389312,638,1,6381,Cobalion,Steel,Fighting,Blue,Justified,,,5.0,1.0,0.0,2.1,250.0,91,90,129,90,72,108,580
380,123,16925.600000000006,74.0,16.150381679389312,321,1,3211,Wailord,Water,,Blue,Water Veil,Oblivious,Pressure,3.0,0.0,0.0,14.5,398.0,170,90,45,90,45,60,500
79,123,16925.600000000006,74.0,16.150381679389316,62,1,621,Poliwrath,Water,Fighting,Blue,Water Absorb,Damp,Swift Swim,1.0,0.0,0.0,1.3,54.0,90,95,95,70,90,70,510
1008,123,16925.600000000006,74.0,16.150381679389316,866,1,8661,Mr. Rime,Ice,Psychic,Purple,Tangled Feet,Screen Cleaner,Ice Body,8.0,0.0,0.0,1.5,58.2,80,85,75,110,100,70,520
435,123,16925.600000000006,74.0,16.150381679389316,368,1,3681,Gorebyss,Water,,Pink,Swift Swim,,Hydration,3.0,0.0,0.0,1.8,22.6,55,84,105,114,75,52,485
648,124,16506.400000000187,73.6,15.750381679389314,550,2,5502,Basculin,Water,,Green,Rock Head,Adaptability,Mold Breaker,5.0,0.0,0.0,1.0,18.0,70,92,65,80,55,98,460
647,124,16506.400000000187,73.6,15.750381679389314,550,1,5501,Basculin,Water,,Green,Reckless,Adaptability,Mold Breaker,5.0,0.0,0.0,1.0,18.0,70,92,65,80,55,98,460
128,125,15877.600000000002,73.0,15.150381679389316,98,1,981,Krabby,Water,,Red,Hyper Cutter,Shell Armor,Sheer Force,1.0,0.0,0.0,0.4,6.5,30,105,90,25,25,50,325
142,125,15877.600000000002,73.0,15.150381679389314,110,1,1101,Weezing,Poison,,Purple,Levitate,Neutralizing Gas,Stench,1.0,0.0,0.0,1.2,9.5,65,90,120,85,70,60,490
37,125,15877.600000000002,73.0,15.150381679389316,28,1,281,Sandslash,Ground,,Yellow,Sand Veil,,Sand Rush,1.0,0.0,0.0,1.0,29.5,75,100,110,45,55,65,450
388,125,15877.600000000002,73.0,15.150381679389316,328,1,3281,Trapinch,Ground,,Brown,Hyper Cutter,Arena Trap,Sheer Force,3.0,0.0,0.0,0.7,15.0,45,100,45,45,45,10,290
886,125,15877.600000000002,73.0,15.150381679389316,749,1,7491,Mudbray,Ground,,Brown,Own Tempo,Stamina,Inner Focus,7.0,0.0,0.0,1.0,110.0,70,100,70,45,55,45,385
31,125,15877.600000000002,73.0,15.150381679389316,24,1,241,Arbok,Poison,,Purple,Intimidate,Shed Skin,Unnerve,1.0,0.0,0.0,3.5,65.0,60,95,69,65,79,80,448
197,125,15877.600000000002,73.0,15.150381679389316,157,1,1571,Typhlosion,Fire,,Yellow,Blaze,,Flash Fire,2.0,0.0,0.0,1.7,79.5,78,84,78,109,85,100,534
676,125,15877.600000000002,73.0,15.150381679389316,573,1,5731,Cinccino,Normal,,Grey,Cute Charm,Technician,Skill Link,5.0,0.0,0.0,0.5,7.5,75,95,60,65,60,115,470
88,125,15877.600000000002,73.0,15.150381679389314,70,1,701,Weepinbell,Grass,Poison,Green,Chlorophyll,,Gluttony,1.0,0.0,0.0,1.0,6.4,65,90,50,85,45,55,390
143,125,15877.600000000002,73.0,15.150381679389314,110,2,1102,Weezing,Poison,Fairy,Grey,Levitate,Neutralizing Gas,Misty Surge,8.0,0.0,0.0,3.0,16.0,65,90,120,85,70,60,490
301,125,15877.600000000002,73.0,15.150381679389316,254,1,2541,Sceptile,Grass,,Green,Overgrow,,Unburden,3.0,0.0,0.0,1.7,52.2,70,85,65,105,85,120,530
6,125,15877.600000000002,73.0,15.150381679389316,6,1,61,Charizard,Fire,Flying,Red,Blaze,,Solar Power,1.0,0.0,0.0,1.7,90.5,78,84,78,109,85,100,534
520,126,15458.40000000024,72.60000000000001,14.750381679389314,435,1,4351,Skuntank,Poison,Dark,Purple,Stench,Aftermath,Keen Eye,4.0,0.0,0.0,1.0,38.0,103,93,67,71,61,84,479
41,126,15458.40000000024,72.6,14.750381679389314,31,1,311,Nidoqueen,Poison,Ground,Blue,Poison Point,Rivalry,Sheer Force,1.0,0.0,0.0,1.3,60.0,90,92,87,75,85,76,505
595,127,15248.799999999754,72.4,14.550381679389313,499,1,4991,Pignite,Fire,Fighting,Red,Blaze,,Thick Fat,5.0,0.0,0.0,1.0,55.5,90,93,55,70,55,55,418
821,127,15248.799999999754,72.4,14.550381679389313,701,1,7011,Hawlucha,Fighting,Flying,Green,Limber,Unburden,Mold Breaker,6.0,0.0,0.0,0.8,21.5,78,92,75,74,63,118,500
606,128,14829.6,72.0,14.150381679389316,510,1,5101,Liepard,Dark,,Purple,Limber,Unburden,Prankster,5.0,0.0,0.0,1.1,37.5,64,88,50,88,50,106,446
59,128,14829.6,72.0,14.150381679389316,47,1,471,Parasect,Bug,Grass,Red,Effect Spore,Dry Skin,Damp,1.0,0.0,0.0,1.0,29.5,60,95,80,60,80,30,405
164,128,14829.6,72.0,14.150381679389316,128,1,1281,Tauros,Normal,,Brown,Intimidate,Anger Point,Sheer Force,1.0,0.0,0.0,1.4,88.4,75,100,95,40,70,110,490
983,128,14829.6,72.0,14.150381679389316,842,1,8421,Appletun,Grass,Dragon,Green,Ripen,Gluttony,Thick Fat,8.0,0.0,0.0,0.4,13.0,110,85,80,100,80,30,485
1027,128,14829.6,72.0,14.150381679389316,883,1,8831,Arctovish,Water,Ice,Blue,Water Absorb,Ice Body,Slush Rush,8.0,0.0,0.0,2.0,175.0,90,90,100,80,90,55,505
672,128,14829.6,72.0,14.150381679389316,569,1,5691,Garbodor,Poison,,Green,Stench,Weak Armor,Aftermath,5.0,0.0,0.0,1.9,107.3,80,95,82,60,82,75,474
439,128,14829.6,72.0,14.150381679389316,372,1,3721,Shelgon,Dragon,,White,Rock Head,,Overcoat,3.0,0.0,0.0,1.1,110.5,65,95,100,60,50,50,420
110,129,14410.40000000024,71.6,13.750381679389314,83,2,832,Farfetch'd,Fighting,,Brown,Steadfast,,Scrappy,8.0,0.0,0.0,0.8,42.0,52,95,55,58,62,55,377
836,129,14410.40000000024,71.6,13.750381679389314,711,3,7113,Gourgeist,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6.0,0.0,0.0,1.1,14.0,75,95,122,58,75,69,494
764,130,13991.20000000023,71.2,13.35038167938931,648,1,6481,Meloetta,Normal,Psychic,White,Serene Grace,,,5.0,1.0,0.0,0.6,6.5,100,77,77,128,128,90,600
807,130,13991.20000000023,71.2,13.35038167938931,687,1,6871,Malamar,Dark,Psychic,Blue,Contrary,Suction Cups,Infiltrator,6.0,0.0,0.0,1.5,47.0,86,92,88,68,75,73,482
684,131,13781.599999999997,71.0,13.150381679389312,581,1,5811,Swanna,Water,Flying,White,Keen Eye,Big Pecks,Hydration,5.0,0.0,0.0,1.3,24.2,75,87,63,87,63,98,473
253,132,13781.599999999995,71.0,13.150381679389312,211,1,2111,Qwilfish,Water,Poison,Grey,Poison Point,Swift Swim,Intimidate,2.0,0.0,0.0,0.5,3.9,65,95,85,55,55,85,440
34,132,13781.599999999995,71.0,13.150381679389314,26,2,262,Raichu,Electric,Psychic,Brown,Surge Surfer,,,7.0,0.0,0.0,0.7,21.0,60,85,50,95,85,110,485
399,132,13781.599999999995,71.0,13.150381679389312,338,1,3381,Solrock,Rock,Psychic,Red,Levitate,,,3.0,0.0,0.0,1.2,154.0,90,95,85,55,65,70,460
522,132,13781.599999999995,71.0,13.150381679389312,437,1,4371,Bronzong,Steel,Psychic,Green,Levitate,Heatproof,Heavy Metal,4.0,0.0,0.0,1.3,187.0,67,89,116,79,116,33,500
961,132,13781.599999999995,71.0,13.150381679389312,820,1,8201,Greedent,Normal,,Brown,Cheek Pouch,,Gluttony,8.0,0.0,0.0,0.6,6.0,120,95,55,55,75,20,420
368,132,13781.599999999995,71.0,13.150381679389314,310,2,3102,Mega Manectric,Electric,,Yellow,Intimidate,,,3.0,0.0,1.0,1.8,44.0,70,75,80,135,80,135,575
182,132,13781.599999999995,71.0,13.150381679389314,144,1,1441,Articuno,Ice,Flying,Blue,Pressure,,Snow Cloak,1.0,1.0,0.0,1.7,55.4,90,85,100,95,125,85,580
153,133,13362.400000000229,70.6,12.750381679389314,119,1,1191,Seaking,Water,,Red,Swift Swim,Water Veil,Lightning Rod,1.0,0.0,0.0,1.3,39.0,80,92,65,65,80,68,450
915,134,13152.799999999774,70.4,12.550381679389314,777,1,7771,Togedemaru,Electric,Steel,Grey,Iron Barbs,Lightning Rod,Sturdy,7.0,0.0,0.0,0.3,3.3,65,98,63,40,73,96,435
1009,135,12733.599999999995,70.0,12.150381679389312,867,1,8671,Runerigus,Ground,Ghost,Grey,Wandering Spilit,,,8.0,0.0,0.0,1.6,66.6,58,95,145,50,105,30,483
106,135,12733.599999999995,70.0,12.150381679389314,80,3,803,Mega Slowbro,Water,Psychic,Pink,Shell Armor,,,1.0,0.0,1.0,2.0,120.0,95,75,180,130,80,30,590
124,135,12733.599999999995,70.0,12.150381679389312,94,2,942,Mega Gengar,Ghost,Poison,Purple,Shadow Tag,,,1.0,0.0,1.0,1.4,40.5,60,65,80,170,95,130,600
57,135,12733.599999999995,70.0,12.150381679389314,45,1,451,Vileplume,Grass,Poison,Red,Chlorophyll,,Effect Spore,1.0,0.0,0.0,1.2,18.6,75,80,85,110,90,50,490
226,135,12733.599999999995,70.0,12.150381679389314,185,1,1851,Sudowoodo,Rock,,Brown,Sturdy,Rock Head,Rattled,2.0,0.0,0.0,1.2,38.0,70,100,115,30,65,30,410
449,135,12733.599999999995,70.0,12.150381679389314,380,1,3801,Latias,Dragon,Psychic,Red,Levitate,,,3.0,1.0,0.0,1.4,40.0,80,80,90,110,130,110,600
209,135,12733.599999999995,70.0,12.150381679389314,169,1,1691,Crobat,Poison,Flying,Purple,Inner Focus,,Infiltrator,2.0,0.0,0.0,1.8,75.0,85,90,80,70,80,130,535
707,135,12733.599999999995,70.0,12.150381679389314,598,1,5981,Ferrothorn,Grass,Steel,Grey,Iron Barbs,,Anticipation,5.0,0.0,0.0,1.0,110.0,74,94,131,54,116,20,489
635,135,12733.599999999995,70.0,12.150381679389314,538,1,5381,Throh,Fighting,,Red,Guts,Inner Focus,Mold Breaker,5.0,0.0,0.0,1.3,55.5,120,100,85,30,85,45,465
1026,135,12733.599999999995,70.0,12.150381679389314,882,1,8821,Dracovish,Water,Dragon,Green,Water Absorb,Strong Jaw,Sand Rush,8.0,0.0,0.0,2.3,215.0,90,90,100,70,80,75,505
2,136,12314.40000000021,69.6,11.750381679389314,3,1,31,Venusaur,Grass,Poison,Green,Overgrow,,Chrolophyll,1.0,0.0,0.0,2.0,100.0,80,82,83,100,100,80,525
160,137,12104.799999999788,69.4,11.550381679389313,125,1,1251,Electabuzz,Electric,,Yellow,Static,,Vital Spilit,1.0,0.0,0.0,1.1,30.0,65,83,57,95,85,105,490
560,138,11685.599999999995,69.0,11.150381679389312,472,1,4721,Gliscor,Ground,Flying,Purple,Hyper Cutter,Sand Veil,Poison Heal,4.0,0.0,0.0,2.0,42.5,75,95,125,45,75,95,510
715,138,11685.599999999995,69.0,11.150381679389314,606,1,6061,Beheeyem,Psychic,,Brown,Telepathy,Synchronize,Analytic,5.0,0.0,0.0,1.0,34.5,75,75,75,125,95,40,485
304,138,11685.599999999995,69.0,11.150381679389314,256,1,2561,Combusken,Fire,Fighting,Red,Blaze,,Speed Boost,3.0,0.0,0.0,0.9,19.5,60,85,60,85,60,55,405
868,138,11685.599999999995,69.0,11.150381679389312,738,1,7381,Vikavolt,Bug,Electric,Blue,Levitate,,,7.0,0.0,0.0,1.5,45.0,77,70,90,145,75,43,500
239,138,11685.599999999995,69.0,11.150381679389314,198,1,1981,Murkrow,Dark,Flying,Black,Insomnia,Super Luck,Prankster,2.0,0.0,0.0,0.5,2.1,60,85,42,85,42,91,405
279,138,11685.599999999995,69.0,11.150381679389314,233,1,2331,Porygon2,Normal,,Red,Trace,Download,Analytic,2.0,0.0,0.0,0.6,32.5,85,80,90,105,95,60,515
986,138,11685.599999999995,69.0,11.150381679389314,845,1,8451,Cramorant,Flying,Water,Blue,Gulp Missile,,,8.0,0.0,0.0,0.8,18.0,70,85,55,85,95,85,475
168,138,11685.599999999995,69.0,11.150381679389314,131,1,1311,Lapras,Water,Ice,Blue,Water Absorb,Shell Armor,Hydration,1.0,0.0,0.0,2.5,220.0,130,85,80,85,95,60,535
391,138,11685.599999999995,69.0,11.150381679389314,331,1,3311,Cacnea,Grass,,Green,Sand Veil,,Water Absorb,3.0,0.0,0.0,0.4,51.3,50,85,40,85,40,35,335
700,138,11685.599999999995,69.0,11.150381679389314,591,1,5911,Amoonguss,Grass,Poison,White,Effect Spore,,Regenerator,5.0,0.0,0.0,0.6,10.5,114,85,70,85,80,30,464
376,138,11685.599999999995,69.0,11.150381679389314,318,1,3181,Carvanha,Water,Dark,Red,Rough Skin,,Speed Boost,3.0,0.0,0.0,0.8,20.8,45,90,20,65,20,65,305
95,138,11685.599999999995,69.0,11.150381679389312,75,2,752,Graveler,Rock,Electric,Grey,Magnet Pull,Sturdy,Galvanize,7.0,0.0,0.0,1.0,110.0,55,95,115,45,45,35,390
94,138,11685.599999999995,69.0,11.150381679389312,75,1,751,Graveler,Rock,Ground,Brown,Rock Head,Sturdy,Sand Veil,1.0,0.0,0.0,1.0,105.0,55,95,115,45,45,35,390
38,138,11685.599999999995,69.0,11.150381679389314,28,2,282,Sandslash,Ice,Steel,Blue,Snow Cloak,,Slush Rush,7.0,0.0,0.0,1.2,55.0,75,100,120,25,65,65,450
356,138,11685.599999999995,69.0,11.150381679389314,302,2,3022,Mega Sableye,Dark,Ghost,Purple,Magic Bounce,,,3.0,0.0,1.0,0.5,161.0,50,85,125,85,115,20,480
384,138,11685.599999999995,69.0,11.150381679389314,324,1,3241,Torkoal,Fire,,Brown,White Smoke,Drought,Shell Armor,3.0,0.0,0.0,0.5,80.4,70,85,140,85,70,20,470
506,139,11475.999999999898,68.80000000000001,10.950381679389315,423,1,4231,Gastrodon,Water,Ground,Purple,Sticky Hold,Storm Drain,Sand Force,4.0,0.0,0.0,0.9,29.9,111,83,68,92,82,39,475
507,139,11475.999999999898,68.80000000000001,10.950381679389315,423,2,4232,Gastrodon,Water,Ground,Blue,Sticky Hold,Storm Drain,Sand Force,4.0,0.0,0.0,0.9,29.9,111,83,68,92,82,39,475
72,140,11266.400000000198,68.6,10.750381679389314,55,1,551,Golduck,Water,,Blue,Damp,Cloud Nine,Swift Swim,1.0,0.0,0.0,1.7,76.6,80,82,78,95,80,85,500
860,141,11056.7999999998,68.4,10.550381679389313,730,1,7301,Primarina,Water,Fairy,Blue,Torrent,,Liquid Voice,7.0,0.0,0.0,1.8,44.0,80,74,74,126,116,60,530
29,142,10847.200000000093,68.2,10.350381679389312,22,1,221,Fearow,Normal,Flying,Brown,Keen Eye,,Sniper,1.0,0.0,0.0,1.2,38.0,65,90,65,61,61,100,442
148,143,10637.599999999995,68.0,10.150381679389312,115,1,1151,Kangaskhan,Normal,,Brown,Early Bird,Scrappy,Inner Focus,1.0,0.0,0.0,2.2,80.0,105,95,80,40,80,90,490
551,143,10637.599999999995,68.0,10.150381679389312,463,1,4631,Lickilicky,Normal,,Pink,Own Tempo,Oblivious,Cloud Nine,4.0,0.0,0.0,1.7,140.0,110,85,95,80,95,50,515
539,143,10637.599999999995,68.0,10.150381679389312,452,1,4521,Drapion,Poison,Dark,Purple,Battle Armor,Sniper,Keen Eye,4.0,0.0,0.0,1.3,61.5,70,90,110,60,75,95,500
408,143,10637.599999999995,68.0,10.150381679389312,347,1,3471,Anorith,Rock,Bug,Grey,Battle Armor,,Swift Swim,3.0,0.0,0.0,0.7,12.5,45,95,50,40,50,75,355
557,143,10637.599999999995,68.0,10.150381679389312,469,1,4691,Yanmega,Bug,Flying,Green,Speed Boost,Tinted Lens,Frisk,4.0,0.0,0.0,1.9,51.5,86,76,86,116,56,95,515
246,143,10637.599999999995,68.0,10.150381679389312,205,1,2051,Forretress,Bug,Steel,Purple,Sturdy,,Overcoat,2.0,0.0,0.0,1.2,125.8,75,90,140,60,60,40,465
416,143,10637.599999999995,68.0,10.150381679389312,352,1,3521,Kecleon,Normal,,Green,Color Change,,Protean,3.0,0.0,0.0,1.0,22.0,60,90,70,60,120,40,440
856,143,10637.599999999995,68.0,10.150381679389312,726,1,7261,Torracat,Fire,,Red,Blaze,,Intimidate,7.0,0.0,0.0,0.7,25.0,65,85,50,80,50,90,420
1004,143,10637.599999999995,68.0,10.150381679389312,862,1,8621,Obstagoon,Dark,Normal,Grey,Reckless,Guts,Defiant,8.0,0.0,0.0,1.6,46.0,93,90,101,60,81,95,520
208,143,10637.599999999995,68.0,10.150381679389312,168,1,1681,Ariados,Bug,Poison,Red,Swarm,Insomnia,Sniper,2.0,0.0,0.0,1.1,33.5,70,90,70,60,70,40,400
312,143,10637.599999999995,68.0,10.150381679389312,262,1,2621,Mightyena,Dark,,Grey,Intimidate,Quick Feet,Moxie,3.0,0.0,0.0,1.0,37.0,70,90,70,60,60,70,420
945,144,10427.999999999936,67.80000000000001,9.950381679389317,804,1,8041,Naganadel,Poison,Dragon,Purple,Beast Boost,,,7.0,1.0,0.0,3.6,150.0,73,73,73,127,73,121,540
834,145,10218.400000000194,67.6,9.750381679389312,711,1,7111,Gourgeist,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6.0,0.0,0.0,0.7,9.5,65,90,122,58,75,84,494
109,145,10218.400000000194,67.6,9.750381679389312,83,1,831,Farfetch'd,Normal,Flying,Brown,Keen Eye,Inner Focus,Defiant,1.0,0.0,0.0,0.8,15.0,52,90,55,58,62,60,377
763,146,10008.799999999806,67.4,9.550381679389314,647,2,6472,Keldeo,Water,Fighting,Yellow,Justified,,,5.0,1.0,0.0,1.4,48.5,91,72,90,129,90,108,580
762,146,10008.799999999806,67.4,9.550381679389314,647,1,6471,Keldeo,Water,Fighting,Yellow,Justified,,,5.0,1.0,0.0,1.4,48.5,91,72,90,129,90,108,580
11,146,10008.799999999806,67.4,9.550381679389314,9,1,91,Blastoise,Water,,Blue,Torrent,,Rain Dish,1.0,0.0,0.0,1.6,85.5,79,83,100,85,105,78,530
